gameId,playId,dist,Relative Weight,Relative Speed,Relative Acceleration,Relative Orientation,Relative Angular Motion,successful
2022091109,163,0.2549509756796375,-2,0.6099999999999999,4.120000000000001,-1.9800000000000182,-309.71,1
2022091800,3179,0.4617358552246086,26,-0.10000000000000009,-0.6400000000000001,-111.33,-87.35,1
2022092500,928,1.4832734070291933,-6,1.3600000000000003,2.99,-96.06,267.85,1
2022091101,850,0.8697700845625816,10,2.5599999999999996,-2.5199999999999996,76.11999999999998,22.619999999999976,1
2022102302,507,1.1676472069936188,-13,0.45999999999999996,1.84,16.860000000000014,-13.939999999999998,1
2022103100,261,0.9620810776644607,-3,0.40000000000000036,-0.04999999999999982,51.589999999999996,-39.88000000000001,1
2022091810,3646,0.9525754563287879,64,-1.25,-0.7,241.92000000000002,-44.010000000000005,1
2022092503,3006,0.5608921464952069,-49,0.8100000000000005,1.75,-47.2,9.07,1
2022091810,2414,4.597401439944087,-5,-0.20999999999999996,-2.58,-133.26999999999998,-102.32000000000002,1
2022102301,3166,0.7155417527999334,6,1.2699999999999998,0.5299999999999998,-136.9,2.569999999999993,1
2022101000,4023,1.77552809045647,19,0.5099999999999998,5.15,148.39000000000001,144.27,1
2022091900,114,6.615474283828788,35,-0.06999999999999984,-0.5,-136.4,-128.03000000000003,1
2022092504,3702,0.6132699242584774,-6,0.79,-1.1099999999999999,-33.150000000000034,-20.870000000000005,1
2022101610,926,1.0282509421342652,95,-1.8099999999999996,-0.8900000000000001,35.25,26.939999999999998,1
2022090800,56,0.6702984409947573,17,0.4800000000000001,1.8599999999999999,15.649999999999991,49.72,1
2022100205,3736,0.5600892785976165,4,0.7199999999999989,-0.2200000000000002,-59.140000000000015,-8.810000000000002,1
2022091111,3097,0.5824087911424413,14,-0.3299999999999996,1.0300000000000002,-66.63999999999999,-1.3499999999999943,1
2022100200,735,0.9436630754670855,48,2.079999999999999,-0.5299999999999999,-298.12,343.74,1
2022091800,515,1.2907362240209963,60,0.1399999999999999,0.64,56.28000000000003,-75.9,1
2022091110,913,0.806535802057169,20,-0.2599999999999998,0.020000000000000018,-20.25,-11.859999999999985,1
2022102306,2415,0.5499999999999972,4,-1.8400000000000003,-0.06999999999999984,200.89999999999998,47.61999999999999,1
2022092510,2891,1.5637135287513584,21,-0.8699999999999997,1.57,130.28,58.44000000000001,1
2022110600,3430,0.8154140052758477,44,3.2500000000000004,0.55,-96.63000000000002,18.75,1
2022103005,2933,0.8852683209061534,-2,-0.8199999999999994,1.9200000000000002,-82.46000000000001,-23.840000000000003,1
2022102309,1679,0.5115662224971462,85,-0.8900000000000001,0.5800000000000001,193.32,271.61,1
2022100909,3848,0.7080254232723581,29,-0.98,-0.2599999999999998,-241.31,-194.44,1
2022102301,77,0.9315041599477658,41,1.8600000000000003,0.54,-15.190000000000005,-35.96000000000001,1
2022102700,1557,1.4980320423809312,-24,2.71,-0.3700000000000001,-83.94,-336.33,1
2022103002,596,5.0633289444791085,-5,-2.17,-0.74,202.47,126.1,1
2022091808,907,0.6906518659932779,107,-0.040000000000000036,-0.32000000000000006,189.51,99.28,1
2022103009,2079,1.3511846653955168,-31,-0.5999999999999996,1.2799999999999998,269.71000000000004,320.34000000000003,1
2022091108,2636,0.7269112738154516,67,-3.3,-1.0199999999999998,-240.89,29.170000000000016,1
2022110606,3274,0.7473285756613379,30,-2.51,3.8200000000000003,121.46000000000001,52.19000000000001,1
2022100909,3316,1.3960659010232987,73,-2.0900000000000003,0.4099999999999999,233.94,-56.94,1
2022091102,2065,2.8778464170278446,-19,-0.629999999999999,0.0,-68.32,-41.74000000000001,1
2022091901,1156,2.36881827078398,-4,0.47999999999999954,0.8999999999999999,250.16,-20.58,1
2022102305,1350,0.7829431652425354,68,-0.33999999999999986,-0.5699999999999998,230.89,-5.669999999999998,1
2022103007,1347,0.6964194138592112,0,3.26,-0.33000000000000007,-6.430000000000007,77.61999999999999,1
2022103010,922,0.20124611797498076,75,-2.34,-2.38,-142.26,3.539999999999992,1
2022092503,2159,2.126029162546927,-2,3.8200000000000003,-2.14,-207.79999999999998,-195.41,1
2022101605,3347,1.3518135966175304,-13,0.18999999999999995,-2.33,20.77000000000001,-28.72,1
2022102311,3630,0.8649277426467569,90,-2.0700000000000003,1.8399999999999999,1.2600000000000193,218.13,1
2022110606,1576,0.6000833275470974,-7,0.9499999999999997,0.5800000000000001,-53.97,1.360000000000003,1
2022091106,1966,0.8367197858303567,-46,-2.71,1.4500000000000002,8.32,-0.2700000000000031,1
2022110609,1410,1.414284271283535,-5,1.08,2.33,-39.879999999999995,-45.67000000000001,1
